id_candidato,nombre_completo_limpio,sexo_genero,partido,cargo,entidad,eleccion,ideology_classification,economic_axis,social_axis,populist_tendency,nationalist_tendency,current_political_alignment,economic_left_score,economic_right_score,social_progressive_score,social_conservative_score,populist_score,nationalist_score,amlo_4t_score,opposition_score
37184,Francisco Javier Luevano Nuñez,M,3,Diputado Federal MR,1.0,1,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
77476,Juan Carlos Gomez Aranda,M,3,Diputado Federal MR,7.0,7,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32381,Claudia de los Angeles Trujillo Rincon,M,3,Diputado Federal MR,7.0,7,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32192,Araceli Garcia Rico,M,1,Diputado Federal MR,9.0,9,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
36435,Karla Almanza Garcia,M,1,Diputado Federal MR,9.0,9,NACIONALISTA_DERECHA_CONSERVADORA,,,,,,,,,,,,,
51820,Ricardo Janecarlo Lozano Reynoso,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
30648,Hector Hugo Hernandez Rodriguez,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38101,Leslie Staines Formoso,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
30690,Abril Yannette Trujillo Vazquez,M,3,Diputado Federal MR,9.0,9,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
50168,Pablo Gómez Alvarez,M,3,Diputado Federal MR,9.0,9,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53723,Martha Marcela Marcos Wong,M,3,Diputado Federal MR,5.0,5,CENTRO_CONSERVADOR,,,,,,,,,,,,,
32122,Augusto Fernando Avalos Longoria,M,3,Diputado Federal MR,10.0,10,POPULISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
33190,Ector Jaime Ramirez Barba,M,3,Diputado Federal MR,11.0,11,POPULISTA_NACIONALISTA_OPOSICION_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
39158,Azucena Salazar Pineda,M,3,Diputado Federal MR,12.0,12,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32438,Ninel Salazar Bazan,M,3,Diputado Federal MR,12.0,12,POPULISTA_IZQUIERDA_MODERADA,,,,,,,,,,,,,
31615,Eduardo Ron Ramos,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31633,Mario Alberto Rodriguez Carrillo,M,3,Diputado Federal MR,14.0,14,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31663,Fabiola Raquel Guadalupe Loya Hernandez,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31683,Juan Carlos Villarreal Salazar,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31698,Geraldina Isabel Herrera Vega,M,3,Diputado Federal MR,14.0,14,CENTRO_CONSERVADOR,,,,,,,,,,,,,
56576,Rodrigo Cerda Cornejo,M,4,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31718,Kehila Abigail Ku Escalante,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31728,Adriana Gabriela Medina Ortiz,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31738,Lourdes Celenia Contreras Gonzalez,M,3,Diputado Federal MR,14.0,14,CENTRO_CONSERVADOR,,,,,,,,,,,,,
33775,Juan Francisco Ramirez Salcido,M,3,Diputado Federal MR,14.0,14,DERECHA_CONSERVADORA,,,,,,,,,,,,,
31786,Juan Martin Espinoza Cardenas,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32138,Monica Almeida Lopez,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31934,Ana Priscila Gonzalez Garcia,M,3,Diputado Federal MR,14.0,14,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
42753,Jose Antonio Medina Vega,M,3,Diputado Federal MR,15.0,15,POPULISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
37495,Maria Juana Rojas Coate,M,3,Diputado Federal MR,15.0,15,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38114,Rocio Guzman Suarez,M,3,Diputado Federal MR,15.0,15,OPOSICION_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31980,Miriam Carranza Trinidad,M,3,Diputado Federal MR,15.0,15,CENTRO_CONSERVADOR,,,,,,,,,,,,,
36729,Ruth Gabriela Goldschmied Guasch,M,3,Diputado Federal MR,15.0,15,NACIONALISTA_IZQUIERDA_MODERADA,,,,,,,,,,,,,
32542,Elvia Isojo Velasquez,M,3,Diputado Federal MR,15.0,15,CENTRO_CONSERVADOR,,,,,,,,,,,,,
32216,Ruth Salinas Reyes,M,3,Diputado Federal MR,15.0,15,DERECHA_CONSERVADORA,,,,,,,,,,,,,
32548,Manuel Antunez Alvarez,M,3,Diputado Federal MR,16.0,16,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38112,Fabiola Alejandra Pazos Arce,M,1,Diputado Federal MR,17.0,17,CENTRO_CONSERVADOR,,,,,,,,,,,,,
38284,Arlen Virginia Meza Paz,M,1,Diputado Federal MR,17.0,17,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
78578,Ana Maria Escobar Roman,M,1,Diputado Federal MR,17.0,17,DERECHA_CONSERVADORA,,,,,,,,,,,,,
38316,Jose Juan Tovilla Marin,M,1,Diputado Federal MR,17.0,17,DERECHA_CONSERVADORA,,,,,,,,,,,,,
37855,Ivideliza Reyes Hernandez,M,3,Diputado Federal MR,18.0,18,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33029,Carolina Maria Garza Guerra,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33180,Adoniram Rodriguez Ramirez,M,1,Diputado Federal MR,19.0,19,DERECHA_CONSERVADORA,,,,,,,,,,,,,
33328,Agustin Carlos Basave Alanis,M,1,Diputado Federal MR,19.0,19,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33483,Haydee del Carmen Medina Herrera,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33505,Ivonne Casado Cabrero,M,1,Diputado Federal MR,19.0,19,CENTRO_CONSERVADOR,,,,,,,,,,,,,
38631,Javier Gerardo Gutierrez Cavazos,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33563,Roberto Eduardo Adame Ochoa,M,1,Diputado Federal MR,19.0,19,POPULISTA_NACIONALISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
33625,Ricardo Eduardo Lavin Salazar,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33666,Maria Magnolia Vidales Gonzalez,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
56651,Alejandro Eric Cruz Juarez,M,4,Diputado Federal MR,20.0,20,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38506,Norma Estela Pimentel Méndez,M,1,Diputado Federal MR,21.0,21,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32400,Esau Magallanes Alonso,M,3,Diputado Federal MR,22.0,22,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38110,Felipe Fernando Macias Olvera,M,3,Diputado Federal MR,22.0,22,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38095,Ana Paola Lopez Birlain,M,3,Diputado Federal MR,22.0,22,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33481,Miguel Ramon Martin Azueta,M,3,Diputado Federal MR,23.0,23,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33723,Juan Jose Jover Navarro,M,3,Diputado Federal MR,24.0,24,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
37892,Adolfo Rojo Montoya,M,3,Diputado Federal MR,25.0,25,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33662,Luis Javier de la Rocha Zazueta,M,3,Diputado Federal MR,25.0,25,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31978,Rita Olivia Burgos Villaescusa,M,3,Diputado Federal MR,26.0,26,CENTRO_CONSERVADOR,,,,,,,,,,,,,
31842,Veronica Isabel Montoya Uriarte,M,3,Diputado Federal MR,26.0,26,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
42701,Guillermo Torres Lopez,M,3,Diputado Federal MR,27.0,27,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43541,Veronica Salazar Vasquez,M,3,Diputado Federal MR,28.0,28,CENTRO_CONSERVADOR,,,,,,,,,,,,,
37946,Sandra Corona Padilla,M,3,Diputado Federal MR,29.0,29,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31627,Rodolfo Guadalupe Quiroz Mar,M,3,Diputado Federal MR,30.0,30,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31573,Eduardo Sanchez Macias,M,3,Diputado Federal MR,30.0,30,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31450,Hugo Chahin Maluly,M,3,Diputado Federal MR,30.0,30,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31214,Maria Sol Arroniz de la Huerta,M,3,Diputado Federal MR,30.0,30,DERECHA_CONSERVADORA,,,,,,,,,,,,,
40871,Rosa Maria Lozano Aldrete,M,3,Diputado Federal MR,32.0,32,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
37184,Francisco Javier Luevano Nuñez,M,3,Diputado Federal MR,1.0,1,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
77476,Juan Carlos Gomez Aranda,M,3,Diputado Federal MR,7.0,7,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32381,Claudia de los Angeles Trujillo Rincon,M,3,Diputado Federal MR,7.0,7,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32192,Araceli Garcia Rico,M,1,Diputado Federal MR,9.0,9,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
36435,Karla Almanza Garcia,M,1,Diputado Federal MR,9.0,9,NACIONALISTA_DERECHA_CONSERVADORA,,,,,,,,,,,,,
51820,Ricardo Janecarlo Lozano Reynoso,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
30648,Hector Hugo Hernandez Rodriguez,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38101,Leslie Staines Formoso,M,3,Diputado Federal MR,9.0,9,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
30690,Abril Yannette Trujillo Vazquez,M,3,Diputado Federal MR,9.0,9,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
50168,Pablo Gómez Alvarez,M,3,Diputado Federal MR,9.0,9,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53723,Martha Marcela Marcos Wong,M,3,Diputado Federal MR,5.0,5,CENTRO_CONSERVADOR,,,,,,,,,,,,,
32122,Augusto Fernando Avalos Longoria,M,3,Diputado Federal MR,10.0,10,POPULISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
33190,Ector Jaime Ramirez Barba,M,3,Diputado Federal MR,11.0,11,POPULISTA_NACIONALISTA_OPOSICION_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
39158,Azucena Salazar Pineda,M,3,Diputado Federal MR,12.0,12,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32438,Ninel Salazar Bazan,M,3,Diputado Federal MR,12.0,12,POPULISTA_IZQUIERDA_MODERADA,,,,,,,,,,,,,
31615,Eduardo Ron Ramos,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31633,Mario Alberto Rodriguez Carrillo,M,3,Diputado Federal MR,14.0,14,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31663,Fabiola Raquel Guadalupe Loya Hernandez,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31683,Juan Carlos Villarreal Salazar,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31698,Geraldina Isabel Herrera Vega,M,3,Diputado Federal MR,14.0,14,CENTRO_CONSERVADOR,,,,,,,,,,,,,
56576,Rodrigo Cerda Cornejo,M,4,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31718,Kehila Abigail Ku Escalante,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31728,Adriana Gabriela Medina Ortiz,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31738,Lourdes Celenia Contreras Gonzalez,M,3,Diputado Federal MR,14.0,14,CENTRO_CONSERVADOR,,,,,,,,,,,,,
33775,Juan Francisco Ramirez Salcido,M,3,Diputado Federal MR,14.0,14,DERECHA_CONSERVADORA,,,,,,,,,,,,,
31786,Juan Martin Espinoza Cardenas,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32138,Monica Almeida Lopez,M,3,Diputado Federal MR,14.0,14,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31934,Ana Priscila Gonzalez Garcia,M,3,Diputado Federal MR,14.0,14,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
42753,Jose Antonio Medina Vega,M,3,Diputado Federal MR,15.0,15,POPULISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
37495,Maria Juana Rojas Coate,M,3,Diputado Federal MR,15.0,15,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38114,Rocio Guzman Suarez,M,3,Diputado Federal MR,15.0,15,OPOSICION_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31980,Miriam Carranza Trinidad,M,3,Diputado Federal MR,15.0,15,CENTRO_CONSERVADOR,,,,,,,,,,,,,
36729,Ruth Gabriela Goldschmied Guasch,M,3,Diputado Federal MR,15.0,15,NACIONALISTA_IZQUIERDA_MODERADA,,,,,,,,,,,,,
32542,Elvia Isojo Velasquez,M,3,Diputado Federal MR,15.0,15,CENTRO_CONSERVADOR,,,,,,,,,,,,,
32216,Ruth Salinas Reyes,M,3,Diputado Federal MR,15.0,15,DERECHA_CONSERVADORA,,,,,,,,,,,,,
32548,Manuel Antunez Alvarez,M,3,Diputado Federal MR,16.0,16,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38112,Fabiola Alejandra Pazos Arce,M,1,Diputado Federal MR,17.0,17,CENTRO_CONSERVADOR,,,,,,,,,,,,,
38284,Arlen Virginia Meza Paz,M,1,Diputado Federal MR,17.0,17,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
78578,Ana Maria Escobar Roman,M,1,Diputado Federal MR,17.0,17,DERECHA_CONSERVADORA,,,,,,,,,,,,,
38316,Jose Juan Tovilla Marin,M,1,Diputado Federal MR,17.0,17,DERECHA_CONSERVADORA,,,,,,,,,,,,,
37855,Ivideliza Reyes Hernandez,M,3,Diputado Federal MR,18.0,18,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33029,Carolina Maria Garza Guerra,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33180,Adoniram Rodriguez Ramirez,M,1,Diputado Federal MR,19.0,19,DERECHA_CONSERVADORA,,,,,,,,,,,,,
33328,Agustin Carlos Basave Alanis,M,1,Diputado Federal MR,19.0,19,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33483,Haydee del Carmen Medina Herrera,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33505,Ivonne Casado Cabrero,M,1,Diputado Federal MR,19.0,19,CENTRO_CONSERVADOR,,,,,,,,,,,,,
38631,Javier Gerardo Gutierrez Cavazos,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33563,Roberto Eduardo Adame Ochoa,M,1,Diputado Federal MR,19.0,19,POPULISTA_NACIONALISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
33625,Ricardo Eduardo Lavin Salazar,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33666,Maria Magnolia Vidales Gonzalez,M,1,Diputado Federal MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
56651,Alejandro Eric Cruz Juarez,M,4,Diputado Federal MR,20.0,20,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38506,Norma Estela Pimentel Méndez,M,1,Diputado Federal MR,21.0,21,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32400,Esau Magallanes Alonso,M,3,Diputado Federal MR,22.0,22,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38110,Felipe Fernando Macias Olvera,M,3,Diputado Federal MR,22.0,22,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38095,Ana Paola Lopez Birlain,M,3,Diputado Federal MR,22.0,22,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33481,Miguel Ramon Martin Azueta,M,3,Diputado Federal MR,23.0,23,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33723,Juan Jose Jover Navarro,M,3,Diputado Federal MR,24.0,24,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
37892,Adolfo Rojo Montoya,M,3,Diputado Federal MR,25.0,25,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33662,Luis Javier de la Rocha Zazueta,M,3,Diputado Federal MR,25.0,25,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31978,Rita Olivia Burgos Villaescusa,M,3,Diputado Federal MR,26.0,26,CENTRO_CONSERVADOR,,,,,,,,,,,,,
31842,Veronica Isabel Montoya Uriarte,M,3,Diputado Federal MR,26.0,26,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
42701,Guillermo Torres Lopez,M,3,Diputado Federal MR,27.0,27,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43541,Veronica Salazar Vasquez,M,3,Diputado Federal MR,28.0,28,CENTRO_CONSERVADOR,,,,,,,,,,,,,
37946,Sandra Corona Padilla,M,3,Diputado Federal MR,29.0,29,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31627,Rodolfo Guadalupe Quiroz Mar,M,3,Diputado Federal MR,30.0,30,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31573,Eduardo Sanchez Macias,M,3,Diputado Federal MR,30.0,30,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31450,Hugo Chahin Maluly,M,3,Diputado Federal MR,30.0,30,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
31214,Maria Sol Arroniz de la Huerta,M,3,Diputado Federal MR,30.0,30,DERECHA_CONSERVADORA,,,,,,,,,,,,,
40871,Rosa Maria Lozano Aldrete,M,3,Diputado Federal MR,32.0,32,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
39313,Maria Elena Orantes Lopez,M,3,Senador MR,7.0,7,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32892,Gustavo Enrique Madero Muñoz,M,3,Senador MR,8.0,8,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32402,Jose Encarnacion Alfaro Cazares,M,1,Senador MR,9.0,9,POPULISTA_NACIONALISTA_CENTRO_CONSERVADOR,,,,,,,,,,,,,
31103,Emilio Alvarez Icaza Longoria,M,3,Senador MR,9.0,9,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33292,Alejandra Noemi Reynoso Sanchez,M,3,Senador MR,11.0,11,CENTRO_CONSERVADOR,,,,,,,,,,,,,
30275,Nuvia Magdalena Mayorga Delgado,M,3,Senador MR,13.0,13,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
36042,Alejandro Gonzalez Murillo,M,3,Senador MR,13.0,13,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33170,Veronica Delgadillo Garcia,M,3,Senador MR,14.0,14,NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33322,Maria Fernanda Rivera Sanchez,M,3,Senador MR,15.0,15,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33235,Cesar Octavio Camacho Quiroz,M,3,Senador MR,15.0,15,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
38340,Jessica Maria Guadalupe Ortega de la Cruz,M,1,Senador MR,17.0,17,4T_IZQUIERDA_MODERADA,,,,,,,,,,,,,
38328,Jose Alvarez Icaza Longoria,M,1,Senador MR,17.0,17,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
32488,Lucia Virginia Meza Guzman,M,3,Senador MR,17.0,17,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
39697,Samuel Alejandro Garcia Sepulveda,M,1,Senador MR,19.0,19,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
39687,Indira Kempis Martinez,M,1,Senador MR,19.0,19,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
36854,Mauricio Kuri Gonzalez,M,3,Senador MR,22.0,22,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33416,Hector Melesio Cuen Ojeda,M,3,Senador MR,25.0,25,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33709,Maria Elena Figueroa Smith,M,3,Senador MR,28.0,28,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
37485,Yazmin de los Angeles Copete Zapot,M,3,Senador MR,30.0,30,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
33340,Ana Rosa Payan Cervera,M,3,Senador MR,31.0,31,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43878,Dante Alfonso Delgado Rannauro,M,1,Senador RP,30.0,0,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
48511,Maria Elena Orantes Lopez,M,1,Senador RP,7.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53686,Jesus Cuauhtemoc Velasco Oliva,M,1,Senador RP,9.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43942,Magaly Fregoso Ortiz,M,1,Senador RP,14.0,0,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
45272,Jose Francisco Melo Velazquez,M,1,Senador RP,20.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
45463,Maria Elena Abaroa Lopez,M,1,Senador RP,6.0,0,4T_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43930,Irma Beatriz Macias Camacho,M,1,Senador RP,30.0,0,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43926,Miguel Ernesto Negrete de Alba,M,1,Senador RP,14.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43892,Lilyana Barajas Rivas,M,1,Senador RP,9.0,0,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43909,Rebeca Romero Berruecos,M,1,Senador RP,29.0,0,POPULISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43988,Marcos Caballero Muñoz,M,1,Senador RP,29.0,0,CENTRO_CONSERVADOR,,,,,,,,,,,,,
43915,Dora Yajaira Duran Gomez,M,1,Senador RP,5.0,0,CENTRO_CONSERVADOR,,,,,,,,,,,,,
53743,Pedro Antonio Carbajal Teran,M,1,Senador RP,9.0,0,DERECHA_CONSERVADORA,,,,,,,,,,,,,
53875,Angelica Rosalia Cardenas Silva,M,1,Senador RP,25.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53958,Edmond Assad Bojalil Zacarias,M,1,Senador RP,21.0,0,CENTRO_CONSERVADOR,,,,,,,,,,,,,
53964,Blanca Elizabeth Parra Perea,M,1,Senador RP,8.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53978,Javier Garcia Cordova,M,1,Senador RP,8.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
53988,Irma Yolanda Lopez Velazquez,M,1,Senador RP,9.0,0,POPULISTA_NACIONALISTA_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
54004,Fernando de Jesus Barajas Doctor,M,1,Senador RP,11.0,0,CENTRO_CONSERVADOR,,,,,,,,,,,,,
53942,Isis Stephanie Hernandez Reyes,M,1,Senador RP,9.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
54024,Jorge Alberto Angulo Garcia,M,1,Senador RP,4.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43905,Irma Wendolin Estrada Alfaro,M,1,Senador RP,22.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
43900,Bertha Alicia Sanchez Lara,M,1,Senador RP,2.0,0,IZQUIERDA_MODERADA,,,,,,,,,,,,,
40654,Jorge Alcibiades Garcia Lara,M,1,Diputado Federal RP,2.0,0,DERECHA_CONSERVADORA,,,,,,,,,,,,,
40639,Maria Libier Gonzalez Anaya,M,1,Diputado Federal RP,14.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
40719,Jorge Eugenio Russo Salido,M,1,Diputado Federal RP,26.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
47993,Abigail Rizo de la Torre,M,1,Diputado Federal RP,14.0,0,OPOSICION_IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
54915,Luisa Yessica de Lamadrid Tellez,M,1,Diputado Federal RP,8.0,0,DERECHA_CONSERVADORA,,,,,,,,,,,,,
40801,Raul Arturo Ramirez Ramirez,M,1,Diputado Federal RP,26.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
54921,Monica Nayeli Arcadia Delgado,M,1,Diputado Federal RP,18.0,0,IZQUIERDA_TRADICIONAL,,,,,,,,,,,,,
54957,Hamlet Garcia Almaguer,M,1,Diputado Federal RP,14.0,0,CENTRO_CONSERVADOR,,,,,,,,,,,,,
